Address,Value,PreviousValue,InitialValue
0x0082f0c8,0x00000001,0x00000001,0x00000000
0x00b00318,0x00000001,0x00000001,0x00000000
0x0144c818,0x00000003,0x00000003,0x6e07c3f9
0x01458d68,0x00000006,0x00000006,0xffa5003f
0x01458d88,0x00000008,0x00000008,0x7a20839a
0x01459afc,0x00000003,0x00000003,0x03fc0013
0x0145ce84,0x00000001,0x00000001,0x000e0399
0x0146ce00,0x00000001,0x00000001,0xfc620111
0x0146ce4c,0x00000008,0x00000008,0x11111111
0x0146ce8c,0x00000008,0x00000008,0xbc283411
0x0146cecc,0x00000008,0x00000008,0x11111111
0x0146cf0c,0x00000008,0x00000008,0x8c273511
0x0146cf4c,0x00000008,0x00000008,0x03311111
0x0146cf8c,0x00000008,0x00000008,0x97243311
0x0146cfcc,0x00000008,0x00000008,0x03011111
0x0146d00c,0x00000008,0x00000008,0xa6440111
0x0146d04c,0x00000008,0x00000008,0x11111111
0x0146d08c,0x00000008,0x00000008,0x110164fb
0x0146d10c,0x00000008,0x00000008,0x113194fb
0x01470f18,0x00000006,0x00000006,0x82d802c6
0x01470f38,0x00000008,0x00000008,0x82bd02b4
0x014750a4,0x00000003,0x00000003,0x000b004d
0x0147d078,0x00000001,0x00000001,0x001a000a
0x0147e29c,0x00000002,0x00000002,0x00000000
0x01489028,0x00000003,0x00000003,0x0021045e
0x014892d4,0x00000003,0x00000003,0x001c0045
0x01495878,0x00000006,0x00000006,0x027d05a1
0x01495898,0x00000008,0x00000008,0x01308038
0x014958b0,0x00000001,0x00000001,0x00000005
0x01496dc0,0x00000007,0x00000007,0x042c0061
0x014970d0,0x00000004,0x00000004,0x7a258389
0x014980e8,0x00000006,0x00000006,0x32124a06
0x01498108,0x00000008,0x00000008,0x9a0061b5
0x0149844c,0x00000003,0x00000003,0x831702b1
0x01498720,0x00000003,0x00000003,0x997f697f
0x01498948,0x00000006,0x00000006,0x04a00004
0x01498968,0x00000008,0x00000008,0x005b04a3
0x01499b38,0x00000001,0x00000001,0x03c701f8
0x01499fb0,0x00000004,0x00000004,0x81c40332
0x01499fe0,0x00000008,0x00000008,0x01be015b
0x01499fe4,0x00000002,0x00000002,0x17000000
0x0149a000,0x00000002,0x00000002,0x691b83ac
0x0149a030,0x00000004,0x00000004,0xffd003f8
0x0149a0b0,0x00000004,0x00000004,0x6fc40b77
0x0149a0e0,0x00000008,0x00000008,0xaec1ffda
0x0149a0e4,0x00000002,0x00000002,0x9f0fb1b7
0x0149a100,0x00000002,0x00000002,0x6d1b83aa
0x0149a130,0x00000004,0x00000004,0x83200320
0x0149a1b0,0x00000004,0x00000004,0x1ae76abd
0x0149a1e0,0x00000008,0x00000008,0x6d0783a3
0x0149a1e4,0x00000002,0x00000002,0x02988038
0x0149a200,0x00000002,0x00000002,0x02c0013d
0x0149a230,0x00000004,0x00000004,0x00000000
0x0149a2b0,0x00000004,0x00000004,0x00000000
0x0149a2e0,0x00000008,0x00000008,0x4b189680
0x0149a2e4,0x00000002,0x00000002,0x4b189680
0x0149a300,0x00000002,0x00000002,0x00000000
0x0149a330,0x00000004,0x00000004,0x00000000
0x0149a3b0,0x00000004,0x00000004,0x00000000
0x0149a400,0x00000002,0x00000002,0x00000000
0x0149a430,0x00000004,0x00000004,0x0078d1bc
0x0149a4b0,0x00000004,0x00000004,0x014b6250
0x0149a4e0,0x00000008,0x00000008,0x35a02bc0
0x0149a500,0x00000002,0x00000002,0x36881789
0x0149a530,0x00000004,0x00000004,0x0149b1b0
0x0149a564,0x00000008,0x00000008,0x00000000
0x0149a5b0,0x00000004,0x00000004,0x0149c1f0
0x0149a5e0,0x00000008,0x00000008,0x00000000
0x0149a5e4,0x00000002,0x00000002,0x00000000
0x0149a600,0x00000002,0x00000002,0x40218d5e
0x0149a630,0x00000004,0x00000004,0x0149f230
0x0149a6b0,0x00000004,0x00000004,0x0149f870
0x0149a6e0,0x00000008,0x00000008,0x00000000
0x0149a6e4,0x00000002,0x00000002,0x00000000
0x0149a700,0x00000004,0x00000004,0xfa851d68
0x0149a730,0x00000004,0x00000004,0x014a04d0
0x0149a7b0,0x00000004,0x00000004,0x00000000
0x0149a7e0,0x00000008,0x00000008,0x00000002
0x0149a7e4,0x00000002,0x00000002,0x08000000
0x0149a800,0x00000002,0x00000002,0x10000006
0x0149a830,0x00000004,0x00000004,0x00000000
0x0149a8b0,0x00000004,0x00000004,0x00000000
0x0149a8e0,0x00000008,0x00000008,0x00000002
0x0149a8e4,0x00000002,0x00000002,0x08000000
0x0149a900,0x00000004,0x00000004,0x10000006
0x0149a930,0x00000004,0x00000004,0x00000000
0x0149b974,0x00000006,0x00000006,0x6c4d1122
0x0149b978,0x00000003,0x00000003,0x99d91122
0x0149b97c,0x00000002,0x00000002,0xc1f91122
0x0149b980,0x00000006,0x00000006,0xd8f81212
0x0149b984,0x00000006,0x00000006,0xc8ff1112
0x0149b988,0x00000006,0x00000006,0x3cfe1112
0x0149b98c,0x00000006,0x00000006,0x16ee1112
0x0149b9f0,0x00000002,0x00000002,0xeeeeeeee
0x0149b9f4,0x00000001,0x00000001,0xeeeeeefe
0x0149ba00,0x00000003,0x00000003,0xeeeeeefe
0x0149ba04,0x00000003,0x00000003,0xeeeeeefe
0x0149ba08,0x00000003,0x00000003,0xeeeeeefe
0x0149ba0c,0x00000002,0x00000002,0xeeeeeefe
0x014a12cc,0x00000002,0x00000002,0x10111012
0x014a1344,0x00000002,0x00000002,0x11121112
0x014a1348,0x00000002,0x00000002,0x11211132
0x014a134c,0x00000002,0x00000002,0x11211121
0x014a1700,0x00000001,0x00000001,0xdc742000
0x014a174c,0x00000008,0x00000008,0x00000000
0x014a178c,0x00000008,0x00000008,0xad591300
0x014a17cc,0x00000008,0x00000008,0x00000000
0x014a180c,0x00000008,0x00000008,0x9c481300
0x014a184c,0x00000008,0x00000008,0x21100000
0x014a188c,0x00000008,0x00000008,0x68542000
0x014a18cc,0x00000008,0x00000008,0x21200000
0x014a194c,0x00000008,0x00000008,0x00000000
0x014a198c,0x00000008,0x00000008,0x002073eb
0x014a1cc4,0x00000001,0x00000001,0x00000021
0x014a1d18,0x00000006,0x00000006,0x00000000
0x014a20dc,0x00000008,0x00000008,0x00000f80
0x014a27e8,0x00000006,0x00000006,0xdcd54a80
0x014a2808,0x00000008,0x00000008,0xd2524c33
0x014a2ba8,0x00000002,0x00000002,0x82ae02ae
0x014a2c78,0x00000001,0x00000001,0xffe803bd
0x014a2eb0,0x00000002,0x00000002,0x81610161
0x014a3b88,0x00000009,0x00000009,0x6d0a8388
0x014a3d14,0x00000001,0x00000001,0x3f4a5028
0x014a3ec8,0x00000006,0x00000006,0x155b6d3a
0x014a3ee8,0x00000008,0x00000008,0x014c033b
0x014a45ac,0x00000001,0x00000001,0x82998299
0x014a4bfc,0x00000001,0x00000001,0xe1734203
0x014a5558,0x00000006,0x00000006,0x0c436b15
0x014a5578,0x00000008,0x00000008,0x01ac01a0
0x014a5b78,0x00000006,0x00000006,0xfb190106
0x014a5b98,0x00000008,0x00000008,0xfb190106
0x014a61ac,0x00000003,0x00000003,0xaf494c46
0x014a6478,0x00000003,0x00000003,0xffd10017
0x014a6740,0x00000003,0x00000003,0x044b0030
0x014a6a08,0x00000003,0x00000003,0xfff7004d
0x014a6cb4,0x00000003,0x00000003,0x00520416
0x014a6f94,0x00000003,0x00000003,0x00550415
0x014a7240,0x00000003,0x00000003,0xffd20018
0x014a7aec,0x00000003,0x00000003,0x04490000
0x014a925c,0x00000004,0x00000004,0x088b2ff5
0x014a9820,0x00000001,0x00000001,0xfff703ad
0x014aa058,0x00000006,0x00000006,0x03b301e9
0x014aa078,0x00000008,0x00000008,0xffd703b2
0x014aa3c4,0x00000001,0x00000001,0xf87b14ea
0x014aa98c,0x00000004,0x00000004,0xfffc03c9
0x014ab588,0x00000006,0x00000006,0xcb148f11
0x014ab5a8,0x00000008,0x00000008,0x7ef29846
0x014abb9c,0x00000001,0x00000001,0x0e0e830b
0x014abe64,0x00000001,0x00000001,0x00df0055
0x014ac410,0x00000001,0x00000001,0x0067ffc8
0x014ac6f4,0x00000001,0x00000001,0xffd002ca
0x014ad28c,0x00000001,0x00000001,0x0014ffcf
0x014ad63c,0x00000001,0x00000001,0x81d601cd
0x014adcc8,0x00000001,0x00000001,0x898e7985
0x014afe4c,0x00000008,0x00000008,0xbb504b47
0x014b0110,0x00000003,0x00000003,0x4960cc44
0x014b01f8,0x00000006,0x00000006,0xada6d5a6
0x014b0218,0x00000008,0x00000008,0x41af4197
0x014b023c,0x00000008,0x00000008,0x08b927fe
0x014b06a8,0x00000006,0x00000006,0x030bffde
0x014b06c8,0x00000008,0x00000008,0xffbd02b1
0x014b0a74,0x00000001,0x00000001,0xff45ffcf
0x014b0bc8,0x00000006,0x00000006,0x00000098
0x014b0be8,0x00000008,0x00000008,0x0477dfe6
0x014b11dc,0x00000001,0x00000001,0xe7d74fd5
0x014b14a4,0x00000001,0x00000001,0x00df0055
0x014b1a50,0x00000001,0x00000001,0x0067ffc8
0x014b1d34,0x00000001,0x00000001,0xffd002ca
0x014b28cc,0x00000001,0x00000001,0x0014ffcf
0x014b2c7c,0x00000001,0x00000001,0x81d601cd
0x014b3308,0x00000001,0x00000001,0x898e7985
0x014b548c,0x00000008,0x00000008,0xbb504b47
0x014b5750,0x00000003,0x00000003,0x4960cc44
0x014b58d8,0x00000001,0x00000001,0x35c14d85
0x014b5d50,0x00000004,0x00000004,0xffbd02bb
0x014b5d80,0x00000008,0x00000008,0xf2677df0
0x014b5d84,0x00000002,0x00000002,0x83130a48
0x014b5da0,0x00000002,0x00000002,0x0cfffb7e
0x014b5dd0,0x00000004,0x00000004,0x81ac01ac
0x014b5e50,0x00000004,0x00000004,0x01ca01a9
0x014b5e80,0x00000008,0x00000008,0x818e0158
0x014b5e84,0x00000002,0x00000002,0xf88c07ad
0x014b5ea0,0x00000002,0x00000002,0x01820140
0x014b5ed0,0x00000004,0x00000004,0x11947152
0x014b5f50,0x00000004,0x00000004,0xffb802a5
0x014b5f80,0x00000008,0x00000008,0x02b782a2
0x014b5f84,0x00000002,0x00000002,0xf88c07ad
0x014b5fa0,0x00000002,0x00000002,0x6d0483ea
0x014b5fd0,0x00000004,0x00000004,0x00000000
0x014b6050,0x00000004,0x00000004,0x00000000
0x014b6080,0x00000008,0x00000008,0x4b189680
0x014b6084,0x00000002,0x00000002,0x4b189680
0x014b60a0,0x00000002,0x00000002,0x00000000
0x014b60d0,0x00000004,0x00000004,0x00000000
0x014b6150,0x00000004,0x00000004,0x00000000
0x014b61a0,0x00000002,0x00000002,0x00000000
0x014b61d0,0x00000004,0x00000004,0x0078d258
0x014b6280,0x00000008,0x00000008,0x35a02bc0
0x014b62a0,0x00000002,0x00000002,0xd9f44e24
0x014b62d0,0x00000004,0x00000004,0x014b6f50
0x014b6350,0x00000004,0x00000004,0x014b9790
0x014b6380,0x00000008,0x00000008,0x00000000
0x014b6384,0x00000002,0x00000002,0x00000000
0x014b63a0,0x00000002,0x00000002,0x0445449e
0x014b63d0,0x00000004,0x00000004,0x014bbbd0
0x014b6404,0x00000008,0x00000008,0x00000000
0x014b6450,0x00000004,0x00000004,0x014bcc10
0x014b6480,0x00000008,0x00000008,0x00000000
0x014b6484,0x00000002,0x00000002,0x00000000
0x014b64a0,0x00000002,0x00000002,0xa1bbb020
0x014b64d0,0x00000004,0x00000004,0x014bd550
0x014b6550,0x00000004,0x00000004,0x00000000
0x014b6580,0x00000008,0x00000008,0x00000002
0x014b6584,0x00000002,0x00000002,0x08000000
0x014b65a0,0x00000002,0x00000002,0x10000006
0x014b65d0,0x00000004,0x00000004,0x00000000
0x014b6650,0x00000004,0x00000004,0x00000000
0x014b6680,0x00000008,0x00000008,0x00000002
0x014b6684,0x00000002,0x00000002,0x08000000
0x014b66a0,0x00000002,0x00000002,0x10000006
0x014b66d0,0x00000004,0x00000004,0x00000000
0x014b6704,0x00000008,0x00000008,0x08000000
0x014bd960,0x00000001,0x00000001,0x7373a453
0x014bd9ac,0x00000008,0x00000008,0xc87dc8cc
0x014bd9ec,0x00000008,0x00000008,0xcaab5845
0x014bda2c,0x00000008,0x00000008,0xbb7cb8c8
0x014bda6c,0x00000008,0x00000008,0xdbcc5965
0x014bdaac,0x00000008,0x00000008,0xcc6797cb
0x014bdaec,0x00000008,0x00000008,0xccccb457
0x014bdb2c,0x00000008,0x00000008,0x9a5666db
0x014bdb6c,0x00000008,0x00000008,0xccccb565
0x014bdbac,0x00000008,0x00000008,0x4855c54c
0x014bdbec,0x00000008,0x00000008,0xccb58657
0x014bdf78,0x00000006,0x00000006,0x65661bb4
0x014be2d4,0x00000003,0x00000003,0x00000000
0x014be488,0x00000006,0x00000006,0x879c7256
0x014be4a8,0x00000008,0x00000008,0x4130afd9
0x014be818,0x00000001,0x00000001,0x00000046
0x014beb20,0x00000007,0x00000007,0x04370023
0x014bee38,0x00000001,0x00000001,0xdc6223b9
0x014bf134,0x00000001,0x00000001,0xd739a8f7
0x014bf458,0x00000007,0x00000007,0x40f66d58
0x014bf55c,0x00000008,0x00000008,0x131d0c28
0x014c00e4,0x00000003,0x00000003,0x6d2a837d
0x014c0420,0x00000007,0x00000007,0x43714338
0x014c1238,0x00000006,0x00000006,0x6a04c3f8
0x014c1258,0x00000008,0x00000008,0x69278383
0x014c1ed0,0x00000004,0x00000004,0x00400330
0x014c2038,0x00000006,0x00000006,0xf4453878
0x014c2058,0x00000008,0x00000008,0xf4c93377
0x014c257c,0x00000006,0x00000006,0x2b385af9
0x014c2a18,0x00000001,0x00000001,0x0c83bafd
0x014c2bf8,0x00000006,0x00000006,0x03870000
0x014c2c18,0x00000008,0x00000008,0xffa303b9
0x014c2fa4,0x00000003,0x00000003,0xffc1ffad
0x014c328c,0x00000003,0x00000003,0x6211127d
0x014c3534,0x00000003,0x00000003,0xfd9bfff9
0x014c3814,0x00000003,0x00000003,0x03ebfff5
0x014c3abc,0x00000003,0x00000003,0x00440419
0x014c3d80,0x00000003,0x00000003,0x04260004
0x014c407c,0x00000001,0x00000001,0x00040045
0x014c462c,0x00000009,0x00000009,0x041dffde
0x014c4948,0x00000006,0x00000006,0x7a25838c
0x014c4968,0x00000008,0x00000008,0xd374eeca
0x014c4d2c,0x00000003,0x00000003,0x31802960
0x014c5344,0x00000001,0x00000001,0x6d348360
0x014c589c,0x00000004,0x00000004,0xffae0252
0x014c5b34,0x00000004,0x00000004,0x0003002a
0x014c6678,0x00000007,0x00000007,0x0248ffc8
0x014c6920,0x00000004,0x00000004,0xff82ffd6
0x014c6ad8,0x00000006,0x00000006,0x820c02f6
0x014c6af8,0x00000008,0x00000008,0x01e202f9
0x014c6e0c,0x00000003,0x00000003,0x02a201c7
0x014c73a8,0x00000006,0x00000006,0x0000000e
0x014c73c8,0x00000008,0x00000008,0x04910000
0x014c7a68,0x00000001,0x00000001,0x01970170
0x014c7d70,0x00000005,0x00000005,0xc8b35ae2
0x014c7eb8,0x00000006,0x00000006,0xd35623ea
0x014c7ed8,0x00000008,0x00000008,0xdfb15d75
0x014c9000,0x00000001,0x00000001,0x01e6ffd9
0x014c93a8,0x00000006,0x00000006,0x820c020c
0x014c93c8,0x00000008,0x00000008,0x0188014f
0x014ca7c8,0x00000001,0x00000001,0xffd003a3
0x014ca944,0x00000009,0x00000009,0x19eee979
0x014ca98c,0x00000009,0x00000009,0x01fa029f
0x014cabf0,0x00000004,0x00000004,0x11b30fde
0x014cac20,0x00000008,0x00000008,0x11a20fde
0x014cac24,0x00000002,0x00000002,0x02e102a5
0x014cac40,0x00000004,0x00000004,0x0f7b0fde
0x014cac70,0x00000004,0x00000004,0x0329017c
0x014cacf0,0x00000004,0x00000004,0xfd9effd6
0x014cad20,0x00000008,0x00000008,0xfdff0002
0x014cad24,0x00000002,0x00000002,0xfffa0396
0x014cad40,0x00000002,0x00000002,0x03adfdb6
0x014cad70,0x00000004,0x00000004,0x28ba9f62
0x014cadf0,0x00000004,0x00000004,0x0191017f
0x014cae20,0x00000008,0x00000008,0x81580143
0x014cae24,0x00000002,0x00000002,0x11f70fde
0x014cae40,0x00000002,0x00000002,0x8daf759a
0x014cae70,0x00000004,0x00000004,0x4170414f
0x014caea4,0x00000008,0x00000008,0x01b8017c
0x014caef0,0x00000004,0x00000004,0x00000000
0x014caf20,0x00000008,0x00000008,0x00000000
0x014caf24,0x00000002,0x00000002,0x00000000
0x014caf40,0x00000002,0x00000002,0x00000000
0x014caf70,0x00000004,0x00000004,0x4b189680
0x014caff0,0x00000004,0x00000004,0x00000000
0x014cb020,0x00000008,0x00000008,0x0078d2f4
0x014cb024,0x00000002,0x00000002,0x00000000
0x014cb040,0x00000002,0x00000002,0x00000000
0x014cb0f0,0x00000004,0x00000004,0x00000000
0x014cb120,0x00000008,0x00000008,0x00010006
0x014cb124,0x00000002,0x00000002,0x00000009
0x014cb140,0x00000002,0x00000002,0x014cb3c0
0x014cb170,0x00000004,0x00000004,0x014cb180
0x014cb1f0,0x00000004,0x00000004,0x014cc530
0x014cb220,0x00000008,0x00000008,0x00000000
0x014cb224,0x00000002,0x00000002,0x00000000
0x014cb240,0x00000002,0x00000002,0x1ce889f0
0x014cb270,0x00000004,0x00000004,0x014cd770
0x014cb2f0,0x00000004,0x00000004,0x014cefb0
0x014cb320,0x00000008,0x00000008,0x00000000
0x014cb324,0x00000002,0x00000002,0x00000000
0x014cb340,0x00000002,0x00000002,0x7dcf75c9
0x014cb370,0x00000004,0x00000004,0x014d17f0
0x014cb3f0,0x00000004,0x00000004,0x00000000
0x014cb420,0x00000008,0x00000008,0x00000004
0x014cb424,0x00000002,0x00000002,0x08000000
0x014cb440,0x00000004,0x00000004,0x10000006
0x014cb470,0x00000004,0x00000004,0x00000000
0x014d3a20,0x00000001,0x00000001,0xeeb86433
0x014d3aac,0x00000008,0x00000008,0xdead5744
0x014d3aec,0x00000008,0x00000008,0x21101110
0x014d3b2c,0x00000008,0x00000008,0xce9c5744
0x014d3b6c,0x00000008,0x00000008,0x52322121
0x014d3bac,0x00000008,0x00000008,0xbc996534
0x014d3bec,0x00000008,0x00000008,0x63423121
0x014d3c2c,0x00000008,0x00000008,0xab886533
0x014d3c6c,0x00000008,0x00000008,0x00010000
0x014d3cac,0x00000008,0x00000008,0x4265c9fe
0x014d3cec,0x00000008,0x00000008,0x00010000
0x014d3fd4,0x00000001,0x00000001,0x31324264
0x014d4024,0x00000001,0x00000001,0x4335699b
0x014d4074,0x00000001,0x00000001,0x00000000
0x014d40c8,0x00000006,0x00000006,0x00000000
0x014d40e8,0x00000008,0x00000008,0x00000000
0x014d4440,0x00000001,0x00000001,0x00000000
0x014d4698,0x00000006,0x00000006,0x40eb62fb
0x014d46b8,0x00000008,0x00000008,0x3e900000
0x014d46dc,0x00000008,0x00000008,0x014df910
0x014d4da4,0x00000003,0x00000003,0x96b1eeb1
0x014d5a18,0x00000006,0x00000006,0x97356f35
0x014d5a38,0x00000008,0x00000008,0x43504320
0x014d6218,0x00000006,0x00000006,0x00000008
0x014d6238,0x00000008,0x00000008,0x030f0806
0x014d68b4,0x00000003,0x00000003,0xd9b1d430
0x014d6b84,0x00000003,0x00000003,0x7400036e
0x014d6e48,0x00000003,0x00000003,0xfffd0425
0x014d70fc,0x00000003,0x00000003,0x0059041f
0x014d73b8,0x00000003,0x00000003,0x042bfff6
0x014d7698,0x00000003,0x00000003,0xfff00044
0x014d7970,0x00000003,0x00000003,0x0007004c
0x014d7f24,0x00000003,0x00000003,0xfffa0046
0x014d84c4,0x00000003,0x00000003,0x001603f8
0x014d905c,0x00000001,0x00000001,0x0010043b
0x014d931c,0x00000007,0x00000007,0x043dffe4
0x014da19c,0x00000001,0x00000001,0x00030394
0x014daa58,0x00000001,0x00000001,0x021effec
0x014dac78,0x00000006,0x00000006,0x6e02c3f3
0x014dac98,0x00000008,0x00000008,0x6606c3fa
0x014db028,0x00000006,0x00000006,0x01f20006
0x014db048,0x00000008,0x00000008,0x03b001b0
0x014db060,0x00000001,0x00000001,0x41b149ca
0x014db998,0x00000005,0x00000005,0xa03f35de
0x014dbc8c,0x00000001,0x00000001,0x82014c9b
0x014dbf88,0x00000001,0x00000001,0x3e6ef935
0x014dc250,0x00000008,0x00000008,0x03aafe80
0x014dc608,0x00000007,0x00000007,0x01412c82
0x014dc8e8,0x00000006,0x00000006,0x034d8341
0x014dcec4,0x00000001,0x00000001,0x834d034d
0x014dd198,0x00000001,0x00000001,0x8ecc57a5
0x014dd790,0x00000007,0x00000007,0x05f87e59
0x014ddaa4,0x00000001,0x00000001,0xf77cf8e9
0x014de93c,0x00000007,0x00000007,0x00300130
0x014dec38,0x00000003,0x00000003,0x0149002c
0x014def3c,0x00000003,0x00000003,0x33266dfe
0x014df178,0x00000006,0x00000006,0xffd0ffc9
0x014df198,0x00000008,0x00000008,0x029b0021
0x014dfe50,0x00000008,0x00000008,0x7afea95b
0x014e047c,0x00000007,0x00000007,0x79c1f56d
0x014e0ac8,0x00000004,0x00000004,0x565c160e
0x014e0c68,0x00000006,0x00000006,0x01000103
0x014e0c88,0x00000008,0x00000008,0x00070055
0x014e0d18,0x00000001,0x00000001,0x00430031
0x014e1294,0x00000001,0x00000001,0xffcf0042
0x014e1830,0x00000001,0x00000001,0x002cfffd
0x014e1dc4,0x00000001,0x00000001,0x004cffd1
0x014e20cc,0x00000001,0x00000001,0xfff40053
0x014e23a8,0x00000004,0x00000004,0x7a248391
0x014e268c,0x00000002,0x00000002,0x0324ffbb
0x014e2968,0x00000001,0x00000001,0x036bffa8
0x014e2f04,0x00000001,0x00000001,0x005c0380
0x014e31e0,0x00000007,0x00000007,0xffdcffe4
0x014e32b8,0x00000006,0x00000006,0x81cd01be
0x014e32d8,0x00000008,0x00000008,0x81d60191
0x014e32f0,0x00000001,0x00000001,0x01c40188
0x014e3c28,0x00000005,0x00000005,0xa03f35de
0x014e3f1c,0x00000001,0x00000001,0x82014c9b
0x014e4218,0x00000001,0x00000001,0x3e6ef935
0x014e44e0,0x00000008,0x00000008,0x03aafe80
0x014e4898,0x00000007,0x00000007,0x01412c82
0x014e4b78,0x00000006,0x00000006,0x034d8341
0x014e5154,0x00000001,0x00000001,0x834d034d
0x014e5428,0x00000001,0x00000001,0x8ecc57a5
0x014e5a20,0x00000007,0x00000007,0x05f87e59
0x014e5d34,0x00000001,0x00000001,0xf77cf8e9
0x014e6bcc,0x00000007,0x00000007,0x00300130
0x014e6ec8,0x00000003,0x00000003,0x0149002c
0x014e71cc,0x00000003,0x00000003,0x33266dfe
0x014e7408,0x00000006,0x00000006,0xffd0ffc9
0x014e7428,0x00000008,0x00000008,0x029b0021
0x014e80e0,0x00000008,0x00000008,0x7afea95b
0x014e870c,0x00000007,0x00000007,0x79c1f56d
0x014e8d58,0x00000004,0x00000004,0x565c160e
0x014e8ef8,0x00000006,0x00000006,0x01000103
0x014e8f18,0x00000008,0x00000008,0x00070055
0x014e8fa8,0x00000001,0x00000001,0x00430031
0x014e9524,0x00000001,0x00000001,0xffcf0042
0x014e9ac0,0x00000001,0x00000001,0x002cfffd
0x014ea054,0x00000001,0x00000001,0x004cffd1
0x014ea35c,0x00000001,0x00000001,0xfff40053
0x014ea638,0x00000004,0x00000004,0x7a248391
0x014ea91c,0x00000002,0x00000002,0x0324ffbb
0x014eabf8,0x00000001,0x00000001,0x036bffa8
0x014eb194,0x00000001,0x00000001,0x005c0380
0x014eb470,0x00000007,0x00000007,0xffdcffe4
